season,round,match_id,venue,home_team,away_team,url,is_playoff
2021-2022,3,9760,Stade Mayol,RC Toulon,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j3/9760-toulon-paris,0
2021-2022,4,9761,Stade Chaban-Delmas,Union Bordeaux-Bègles,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9761-bordeaux-begles-brive,0
2021-2022,4,9762,Stade du Hameau,Section Paloise,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9762-pau-montpellier,0
2021-2022,4,9763,Stade Jean-Bouin,Stade Français Paris,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9763-paris-castres,0
2021-2022,4,9764,Stade Marcel-Deflandre,Stade Rochelais,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9764-la-rochelle-biarritz,0
2021-2022,4,9765,Paris La Défense Arena,Racing 92,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9765-racing-92-lyon,0
2021-2022,4,9766,Stade Aimé-Giral,USA Perpignan,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9766-perpignan-toulon,0
2021-2022,4,9767,Stade Ernest-Wallon,Stade Toulousain,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j4/9767-toulouse-clermont,0
2021-2022,5,9768,Stade Amédée-Domenech,CA Brive,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9768-brive-paris,0
2021-2022,5,9769,Stade de Gerland,LOU Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9769-lyon-bordeaux-begles,0
2021-2022,5,9770,GGL Stadium,Montpellier Hérault Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9770-montpellier-la-rochelle,0
2021-2022,5,9771,Stade Aimé-Giral,USA Perpignan,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9771-perpignan-pau,0
2021-2022,5,9772,Stade d'Aguiléra,Biarritz Olympique PB,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9772-biarritz-toulouse,0
2021-2022,5,9773,Stade Pierre-Fabre,Castres Olympique,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9773-castres-toulon,0
2021-2022,5,9774,Stade Marcel-Michelin,ASM Clermont,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j5/9774-clermont-racing-92,0
2021-2022,6,9775,Stade d'Aguiléra,Biarritz Olympique PB,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9775-biarritz-lyon,0
2021-2022,6,9776,Stade Chaban-Delmas,Union Bordeaux-Bègles,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9776-bordeaux-begles-montpellier,0
2021-2022,6,9777,Paris La Défense Arena,Racing 92,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9777-racing-92-perpignan,0
2021-2022,6,9778,Stade Marcel-Deflandre,Stade Rochelais,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9778-la-rochelle-castres,0
2021-2022,6,9779,Stade Ernest-Wallon,Stade Toulousain,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9779-toulouse-pau,0
2021-2022,6,9780,Stade Mayol,RC Toulon,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9780-toulon-brive,0
2021-2022,6,9781,Stade Jean-Bouin,Stade Français Paris,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j6/9781-paris-clermont,0
2021-2022,7,9782,Stade Amédée-Domenech,CA Brive,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9782-brive-la-rochelle,0
2021-2022,7,9783,Stade Pierre-Fabre,Castres Olympique,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9783-castres-biarritz,0
2021-2022,7,9784,Stade du Hameau,Section Paloise,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9784-pau-bordeaux-begles,0
2021-2022,7,9785,Stade Aimé-Giral,USA Perpignan,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9785-perpignan-paris,0
2021-2022,7,9786,GGL Stadium,Montpellier Hérault Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9786-montpellier-clermont,0
2021-2022,7,9787,Stade Mayol,RC Toulon,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9787-toulon-racing-92,0
2021-2022,7,9788,Stade de Gerland,LOU Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j7/9788-lyon-toulouse,0
2021-2022,8,9789,Stade Marcel-Michelin,ASM Clermont,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9789-clermont-pau,0
2021-2022,8,9790,Stade d'Aguiléra,Biarritz Olympique PB,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9790-biarritz-brive,0
2021-2022,8,9791,Stade Chaban-Delmas,Union Bordeaux-Bègles,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9791-bordeaux-begles-perpignan,0
2021-2022,8,9792,Stade Jean-Bouin,Stade Français Paris,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9792-paris-lyon,0
2021-2022,8,9793,Paris La Défense Arena,Racing 92,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9793-racing-92-montpellier,0
2021-2022,8,9794,Stade Ernest-Wallon,Stade Toulousain,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9794-toulouse-castres,0
2021-2022,8,9795,Stade Marcel-Deflandre,Stade Rochelais,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j8/9795-la-rochelle-toulon,0
2021-2022,9,9796,Stade Pierre-Fabre,Castres Olympique,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9796-castres-brive,0
2021-2022,9,9797,Stade Mayol,RC Toulon,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9797-toulon-biarritz,0
2021-2022,9,9798,Stade du Hameau,Section Paloise,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9798-pau-paris,0
2021-2022,9,9799,Stade Aimé-Giral,USA Perpignan,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9799-perpignan-la-rochelle,0
2021-2022,9,9800,GGL Stadium,Montpellier Hérault Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9800-montpellier-lyon,0
2021-2022,9,9801,Stade Chaban-Delmas,Union Bordeaux-Bègles,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9801-bordeaux-begles-clermont,0
2021-2022,9,9802,Paris La Défense Arena,Racing 92,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j9/9802-racing-92-toulouse,0
2021-2022,10,9803,Stade Marcel-Deflandre,Stade Rochelais,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9803-la-rochelle-bordeaux-begles,0
2021-2022,10,9804,Stade de Gerland,LOU Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9804-lyon-castres,0
2021-2022,10,9805,Stade du Hameau,Section Paloise,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9805-pau-biarritz,0
2021-2022,10,9806,Stade Jean-Bouin,Stade Français Paris,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9806-paris-montpellier,0
2021-2022,10,9807,Stade Ernest-Wallon,Stade Toulousain,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9807-toulouse-perpignan,0
2021-2022,10,9808,Stade Amédée-Domenech,CA Brive,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9808-brive-racing-92,0
2021-2022,10,9809,Stade Marcel-Michelin,ASM Clermont,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j10/9809-clermont-toulon,0
2021-2022,11,9810,Stade d'Aguiléra,Biarritz Olympique PB,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9810-biarritz-paris,0
2021-2022,11,9811,GGL Stadium,Montpellier Hérault Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9811-montpellier-castres,0
2021-2022,11,9812,Stade Marcel-Deflandre,Stade Rochelais,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9812-la-rochelle-pau,0
2021-2022,11,9813,Stade Aimé-Giral,USA Perpignan,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9813-perpignan-clermont,0
2021-2022,11,9814,Stade Mayol,RC Toulon,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9814-toulon-lyon,0
2021-2022,11,9815,Stade Ernest-Wallon,Stade Toulousain,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9815-toulouse-brive,0
2021-2022,11,9816,Paris La Défense Arena,Racing 92,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j11/9816-racing-92-bordeaux-begles,0
2021-2022,12,9817,Stade Marcel-Michelin,ASM Clermont,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9817-clermont-biarritz,0
2021-2022,12,9818,Stade Pierre-Fabre,Castres Olympique,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9818-castres-racing-92,0
2021-2022,12,9819,Stade de Gerland,LOU Rugby,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9819-lyon-brive,0
2021-2022,12,9820,GGL Stadium,Montpellier Hérault Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9820-montpellier-perpignan,0
2021-2022,12,9821,Stade du Hameau,Section Paloise,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9821-pau-toulon,0
2021-2022,12,9822,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9822-bordeaux-begles-toulouse,0
2021-2022,12,9823,Stade Jean-Bouin,Stade Français Paris,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j12/9823-paris-la-rochelle,0
2021-2022,13,9824,Stade Aimé-Giral,USA Perpignan,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9824-perpignan-castres,0
2021-2022,13,9825,Stade d'Aguiléra,Biarritz Olympique PB,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9825-biarritz-montpellier,0
2021-2022,13,9826,Stade Marcel-Deflandre,Stade Rochelais,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9826-la-rochelle-lyon,0
2021-2022,13,9827,Stade Ernest-Wallon,Stade Toulousain,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9827-toulouse-paris,0
2021-2022,13,9828,Paris La Défense Arena,Racing 92,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9828-racing-92-pau,0
2021-2022,13,9829,Stade Amédée-Domenech,CA Brive,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9829-brive-clermont,0
2021-2022,13,9830,Stade Mayol,RC Toulon,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j13/9830-toulon-bordeaux-begles,0
2021-2022,14,9831,Stade Jean-Bouin,Stade Français Paris,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9831-paris-perpignan,0
2021-2022,14,9832,Stade Marcel-Michelin,ASM Clermont,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9832-clermont-toulouse,0
2021-2022,14,9833,Stade du Hameau,Section Paloise,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9833-pau-brive,0
2021-2022,14,9834,Stade Chaban-Delmas,Union Bordeaux-Bègles,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9834-bordeaux-begles-biarritz,0
2021-2022,14,9835,Stade Pierre-Fabre,Castres Olympique,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9835-castres-la-rochelle,0
2021-2022,14,9836,Stade de Gerland,LOU Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9836-lyon-racing-92,0
2021-2022,14,9837,GGL Stadium,Montpellier Hérault Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j14/9837-montpellier-toulon,0
2021-2022,15,9838,Stade Pierre-Fabre,Castres Olympique,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9838-castres-paris,0
2021-2022,15,9839,Stade d'Aguiléra,Biarritz Olympique PB,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9839-biarritz-perpignan,0
2021-2022,15,9840,Stade Amédée-Domenech,CA Brive,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9840-brive-bordeaux-begles,0
2021-2022,15,9841,Stade de Gerland,LOU Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9841-lyon-pau,0
2021-2022,15,9842,Paris La Défense Arena,Racing 92,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9842-racing-92-clermont,0
2021-2022,15,9843,Stade Mayol,RC Toulon,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9843-toulon-la-rochelle,0
2021-2022,15,9844,Stade Ernest-Wallon,Stade Toulousain,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j15/9844-toulouse-montpellier,0
2021-2022,16,9845,Stade Chaban-Delmas,Union Bordeaux-Bègles,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9845-bordeaux-begles-castres,0
2021-2022,16,9846,Stade Amédée-Domenech,CA Brive,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9846-brive-biarritz,0
2021-2022,16,9847,Stade Marcel-Deflandre,Stade Rochelais,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9847-la-rochelle-montpellier,0
2021-2022,16,9848,Stade Aimé-Giral,USA Perpignan,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9848-perpignan-lyon,0
2021-2022,16,9849,Stade Ernest-Wallon,Stade Toulousain,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9849-toulouse-racing-92,0
2021-2022,16,9850,Stade du Hameau,Section Paloise,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9850-pau-clermont,0
2021-2022,16,9851,Stade Jean-Bouin,Stade Français Paris,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j16/9851-paris-toulon,0
2021-2022,17,9852,Stade Aimé-Giral,USA Perpignan,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9852-perpignan-toulouse,0
2021-2022,17,9853,Stade de Gerland,LOU Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9853-lyon-paris,0
2021-2022,17,9854,GGL Stadium,Montpellier Hérault Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9854-montpellier-pau,0
2021-2022,17,9855,Paris La Défense Arena,Racing 92,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9855-racing-92-brive,0
2021-2022,17,9856,Stade Mayol,RC Toulon,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9856-toulon-castres,0
2021-2022,17,9857,Stade d'Aguiléra,Biarritz Olympique PB,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9857-biarritz-la-rochelle,0
2021-2022,17,9858,Stade Marcel-Michelin,ASM Clermont,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j17/9858-clermont-bordeaux-begles,0
2021-2022,18,9859,Stade du Hameau,Section Paloise,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9859-pau-toulouse,0
2021-2022,18,9860,Stade Amédée-Domenech,CA Brive,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9860-brive-montpellier,0
2021-2022,18,9861,Stade Pierre-Fabre,Castres Olympique,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9861-castres-lyon,0
2021-2022,18,9862,Stade Mayol,RC Toulon,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9862-toulon-perpignan,0
2021-2022,18,9863,Stade Jean-Bouin,Stade Français Paris,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9863-paris-biarritz,0
2021-2022,18,9864,Stade Marcel-Deflandre,Stade Rochelais,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9864-la-rochelle-clermont,0
2021-2022,18,9865,Stade Chaban-Delmas,Union Bordeaux-Bègles,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j18/9865-bordeaux-begles-racing-92,0
2021-2022,19,9866,Stade Marcel-Michelin,ASM Clermont,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9866-clermont-perpignan,0
2021-2022,19,9867,Stade de Gerland,LOU Rugby,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9867-lyon-biarritz,0
2021-2022,19,9868,Paris La Défense Arena,Racing 92,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9868-racing-92-castres,0
2021-2022,19,9869,Stade du Hameau,Section Paloise,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9869-pau-la-rochelle,0
2021-2022,19,9870,Stade Amédée-Domenech,CA Brive,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9870-brive-toulon,0
2021-2022,19,9871,GGL Stadium,Montpellier Hérault Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9871-montpellier-paris,0
2021-2022,19,9872,Stade Ernest-Wallon,Stade Toulousain,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j19/9872-toulouse-bordeaux-begles,0
2021-2022,20,9873,Stade Pierre-Fabre,Castres Olympique,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9873-castres-montpellier,0
2021-2022,20,9874,Stade d'Aguiléra,Biarritz Olympique PB,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9874-biarritz-toulon,0
2021-2022,20,9875,Stade Chaban-Delmas,Union Bordeaux-Bègles,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9875-bordeaux-begles-pau,0
2021-2022,20,9876,Stade Marcel-Deflandre,Stade Rochelais,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9876-la-rochelle-brive,0
2021-2022,20,9877,Stade Aimé-Giral,USA Perpignan,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9877-perpignan-racing-92,0
2021-2022,20,9878,Stade Marcel-Michelin,ASM Clermont,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9878-clermont-lyon,0
2021-2022,20,9879,Stade Jean-Bouin,Stade Français Paris,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j20/9879-paris-toulouse,0
2021-2022,21,9880,Stade Mayol,RC Toulon,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9880-toulon-clermont,0
2021-2022,21,9881,Stade Amédée-Domenech,CA Brive,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9881-brive-castres,0
2021-2022,21,9882,GGL Stadium,Montpellier Hérault Rugby,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9882-montpellier-biarritz,0
2021-2022,21,9883,Stade du Hameau,Section Paloise,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9883-pau-perpignan,0
2021-2022,21,9884,Stade Marcel-Deflandre,Stade Rochelais,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9884-la-rochelle-racing-92,0
2021-2022,21,9885,Stade Jean-Bouin,Stade Français Paris,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9885-paris-bordeaux-begles,0
2021-2022,21,9886,Stade Ernest-Wallon,Stade Toulousain,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j21/9886-toulouse-lyon,0
2021-2022,22,9887,Stade Pierre-Fabre,Castres Olympique,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9887-castres-toulouse,0
2021-2022,22,9888,Stade Marcel-Michelin,ASM Clermont,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9888-clermont-brive,0
2021-2022,22,9889,Stade d'Aguiléra,Biarritz Olympique PB,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9889-biarritz-pau,0
2021-2022,22,9890,Stade de Gerland,LOU Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9890-lyon-toulon,0
2021-2022,22,9891,Stade Aimé-Giral,USA Perpignan,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9891-perpignan-montpellier,0
2021-2022,22,9892,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9892-bordeaux-begles-la-rochelle,0
2021-2022,22,9893,Paris La Défense Arena,Racing 92,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j22/9893-racing-92-paris,0
2021-2022,23,9894,Stade Pierre-Fabre,Castres Olympique,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9894-castres-clermont,0
2021-2022,23,9895,Stade Jean-Bouin,Stade Français Paris,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9895-paris-pau,0
2021-2022,23,9896,Stade Amédée-Domenech,CA Brive,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9896-brive-lyon,0
2021-2022,23,9897,Paris La Défense Arena,Racing 92,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9897-racing-92-biarritz,0
2021-2022,23,9898,Stade Marcel-Deflandre,Stade Rochelais,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9898-la-rochelle-perpignan,0
2021-2022,23,9899,Stade Mayol,RC Toulon,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9899-toulon-toulouse,0
2021-2022,23,9900,GGL Stadium,Montpellier Hérault Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j23/9900-montpellier-bordeaux-begles,0
2021-2022,24,9901,Stade de Gerland,LOU Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9901-lyon-montpellier,0
2021-2022,24,9902,Stade Marcel-Michelin,ASM Clermont,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9902-clermont-paris,0
2021-2022,24,9903,Stade d'Aguiléra,Biarritz Olympique PB,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9903-biarritz-castres,0
2021-2022,24,9904,Stade du Hameau,Section Paloise,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9904-pau-racing-92,0
2021-2022,24,9905,Stade Aimé-Giral,USA Perpignan,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9905-perpignan-brive,0
2021-2022,24,9906,Stade Ernest-Wallon,Stade Toulousain,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9906-toulouse-la-rochelle,0
2021-2022,24,9907,Stade Chaban-Delmas,Union Bordeaux-Bègles,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j24/9907-bordeaux-begles-toulon,0
2021-2022,25,9908,Stade Chaban-Delmas,Union Bordeaux-Bègles,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9908-bordeaux-begles-lyon,0
2021-2022,25,9909,Stade d'Aguiléra,Biarritz Olympique PB,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9909-biarritz-clermont,0
2021-2022,25,9910,GGL Stadium,Montpellier Hérault Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9910-montpellier-racing-92,0
2021-2022,25,9911,Stade Mayol,RC Toulon,Section Paloise,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9911-toulon-pau,0
2021-2022,25,9912,Stade Marcel-Deflandre,Stade Rochelais,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9912-la-rochelle-paris,0
2021-2022,25,9913,Stade Amédée-Domenech,CA Brive,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9913-brive-toulouse,0
2021-2022,25,9914,Stade Pierre-Fabre,Castres Olympique,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2021-2022/j25/9914-castres-perpignan,0
2021-2022,26,9915,Stade Marcel-Michelin,ASM Clermont,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9915-clermont-montpellier,0
2021-2022,26,9916,Stade de Gerland,LOU Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9916-lyon-la-rochelle,0
2021-2022,26,9917,Paris La Défense Arena,Racing 92,RC Toulon,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9917-racing-92-toulon,0
2021-2022,26,9918,Stade du Hameau,Section Paloise,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9918-pau-castres,0
2021-2022,26,9919,Stade Jean-Bouin,Stade Français Paris,CA Brive,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9919-paris-brive,0
2021-2022,26,9920,Stade Ernest-Wallon,Stade Toulousain,Biarritz Olympique PB,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9920-toulouse-biarritz,0
2021-2022,26,9921,Stade Aimé-Giral,USA Perpignan,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2021-2022/j26/9921-perpignan-bordeaux-begles,0
2022-2023,1,1,Paris La Défense Arena,Racing 92,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/1-racing-92-castres,0
2022-2023,1,2,Stade Amédée-Domenech,CA Brive,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/2-brive-lyon,0
2022-2023,1,3,Stade Mayol,RC Toulon,Aviron Bayonnais,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/3-toulon-bayonne,0
2022-2023,1,4,Stade du Hameau,Section Paloise,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/4-pau-perpignan,0
2022-2023,1,5,Stade Jean-Bouin,Stade Français Paris,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2022-2023/j1/5-paris-clermont,0
